security,num_trades,p900000_trade_value,p950000_trade_value,p990000_trade_value,p999000_trade_value,p999900_trade_value,p999990_trade_value,p999999_trade_value,trade_volume_bin,cluster,final_cluster,trade_volume_bin_rank,sector,industry
DOLE,1,3840.0000000000005,3840.0000000000005,3840.0000000000005,3840.0000000000005,3840.0000000000005,3840.0000000000005,3840.0000000000005,0,0.0,0__0,14,Consumer Staples,Agriculture - Operations
DOMO,27,11570.000000000002,23236.99999999999,38318.999999999985,41559.90000000001,41883.98999999999,41916.39900000005,41919.63989999998,15,0.0,15__0,11,Computer and Technology,Internet - Software
DOOO,11,17370.0,22095.0,25875.000000000004,26725.500000000004,26810.550000000007,26819.055000000004,26819.905500000004,10,0.0,10__0,12,Auto-Tires-Trucks,Automotive - Original Equipment
DORM,8,31500.0,33250.0,34650.0,34965.0,34996.5,34999.65,34999.965,10,0.0,10__0,12,Auto-Tires-Trucks,Automotive - Replacement Parts
DOUG,1,4700.0,4700.0,4700.0,4700.0,4700.0,4700.0,4700.0,0,0.0,0__0,14,Finance,Real Estate - Operations
DOV,255,47210.39999999996,93033.49999999994,148380.00000000003,352202.0000000013,383520.2000000013,386652.02000000246,386965.2019999983,25,0.0,25__0,9,Industrial Products,Manufacturing - General Industrial 
DOW,760,16275.000000000005,26786.24999999999,57524.789999999724,129470.99999999955,150647.09999999855,152764.71000000197,152976.4709999995,30,0.0,30__0,8,Basic Materials,Chemical - Diversified 
DOX,9,21400.000000000004,33199.99999999999,42640.0,44764.0,44976.4,44997.640000000014,44999.763999999996,10,0.0,10__0,12,Computer and Technology,Computers - IT Services
DOYU,2,5290.0,5295.0,5299.0,5299.9,5299.99,5299.999,5299.9999,5,0.0,5__0,13,Consumer Discretionary,Gaming
DPZ,2695,17815.999999999993,27971.999999999993,72062.0,192153.04000000068,612234.3359999943,622553.433600011,623585.3433599895,35,3.0,35__3,7,Retail-Wholesale,Retail - Restaurants
DQ,288,25000.0,41088.49999999996,95035.2,104139.00000000007,104913.89999999995,104991.39000000009,104999.13899999995,25,1.0,25__1,9,Basic Materials,Chemical - Specialty
DRD,4,25600.0,26799.999999999996,27759.999999999996,27976.0,27997.6,27999.760000000002,27999.976,5,3.0,5__3,13,Basic Materials,Mining - Gold
DRI,817,16829.99999999999,28500.0,186674.88000000032,381609.11999999994,383760.91200000007,383976.0912000001,383997.60912000004,30,0.0,30__0,8,Retail-Wholesale,Retail - Restaurants
DRS,8,6654.399999999999,7651.199999999997,8448.639999999998,8628.063999999998,8646.006399999998,8647.800639999998,8647.980063999998,10,0.0,10__0,12,Aerospace,Aerospace - Defense Equipment
DRVN,4,4302.0,4311.0,4318.2,4319.82,4319.982,4319.9982,4319.99982,5,0.0,5__0,13,Retail-Wholesale,Automotive - Retail and Wholesale - Parts
DSGX,24,13777.499999999995,24546.14999999998,29156.899999999998,29978.690000000002,30060.869000000006,30069.086900000006,30069.90868999999,15,0.0,15__0,11,Computer and Technology,Computer - Software
DSP,2,5871.5,5928.25,5973.65,5983.865,5984.8865,5984.98865,5984.998865,5,0.0,5__0,13,Business Services,Technology Services
DSX,1,6980.0,6980.0,6980.0,6980.0,6980.0,6980.0,6980.0,0,0.0,0__0,14,Transportation,Transportation - Shipping
DT,504,20379.0,54929.95,252629.99999999767,10918600.000000002,10918600.000000002,10918600.000000002,10918600.000000002,25,2.0,25__2,9,Computer and Technology,Computers - IT Services
DTE,21,45360.0,65340.00000000001,71244.0,72572.40000000001,72705.24,72718.524,72719.8524,15,0.0,15__0,11,Utilities,Utility - Electric Power
DTM,3,13324.000000000002,14527.0,15489.400000000001,15705.940000000002,15727.594000000003,15729.759400000003,15729.97594,5,3.0,5__3,13,Oils-Energy,Oil and Gas - Integrated - United States
DUK,479,14250.0,26479.3,70140.79999999962,1034678.1999999975,1156467.8200000015,1168646.782000005,1169864.6782000037,25,1.0,25__1,9,Utilities,Utility - Electric Power
DUOL,3613,17158.000000000004,27161.99999999999,70067.48000000004,285507.8399999981,814991.9960000922,987502.1996001297,1004753.2199600128,35,3.0,35__3,7,Business Services,Technology Services
DV,91,21000.0,27512.0,137583.99999999738,508758.39999999845,545875.8399999999,549587.5839999993,549958.7583999999,20,1.0,20__1,10,Computer and Technology,Internet - Software
DVA,475,16246.0,23931.399999999994,79630.0,302422.1000000021,387038.2100000036,395499.821000006,396345.9821000006,25,1.0,25__1,9,Medical,Medical - Outpatient and Home Healthcare
DVAX,12,9969.0,29124.99999999997,47825.00000000002,52032.50000000003,52453.25000000004,52495.325000000026,52499.53249999997,10,0.0,10__0,12,Medical,Medical - Biomedical and Genetics
DVN,1886,13167.0,18145.5,35192.25000000011,80530.0000000002,100000.0,100000.0,100000.0,35,0.0,35__0,7,Oils-Energy,Oil and Gas - Exploration and Production - United States
DWTX,1,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,0,2.0,0__2,14,Medical,Medical - Biomedical and Genetics
DXC,19,9813.999999999998,17512.499999999887,56122.500000000015,64809.74999999996,65678.47500000003,65765.34749999999,65774.03474999996,15,0.0,15__0,11,Computer and Technology,Computers - IT Services
DXCM,2082,15363.000000000005,23610.49999999995,99100.90000000007,380312.960999994,451015.68000001134,463601.56800000113,464860.156799994,35,0.0,35__0,7,Medical,Medical - Instruments
DXPE,23,17200.0,17515.0,47385.000000000044,54958.50000000006,55715.85000000006,55791.58500000005,55799.15849999995,15,0.0,15__0,11,Industrial Products,Manufacturing - General Industrial 
DY,297,11592.000000000004,20129.999999999993,172065.60000000495,1081320.0000000054,1269131.9999999886,1287913.2000000188,1289791.320000006,25,1.0,25__1,9,Construction,Building Products - Heavy Construction
DYAI,1,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,0,0.0,0__0,14,Medical,Medical - Biomedical and Genetics
DYN,175,14875.999999999998,26240.999999999975,191414.37999999634,572557.3699999993,588255.736999999,589825.5737000016,589982.5573699984,20,1.0,20__1,10,Medical,Medical - Drugs
EA,2171,16872.000000000004,31750.0,140750.00000000047,557899.9999999906,1018792.4999999757,1067129.2500000538,1071962.924999949,35,1.0,35__1,7,Consumer Discretionary,Gaming
EAT,1922,17489.00000000001,27737.499999999956,85592.49999999997,285872.51999998733,688288.5480000036,723578.8548000142,727107.885479992,35,3.0,35__3,7,Retail-Wholesale,Retail - Restaurants
EB,2,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,5,0.0,5__0,13,Computer and Technology,Internet - Services
EBAY,1384,14543.700000000012,26165.549999999923,148000.0,647228.9999999909,797767.511999995,806400.7512000089,807264.0751199977,30,0.0,30__0,8,Retail-Wholesale,Internet - Commerce
EBC,16,11600.0,12750.0,14549.999999999998,14954.999999999998,14995.5,14999.550000000001,14999.954999999996,10,0.0,10__0,12,Finance,Banks - Northeast
EBF,2,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,5,3.0,5__3,13,Industrial Products,Office Supplies
EBS,74,9398.500000000005,14147.3,21889.99999999997,26489.000000000047,26948.899999999994,26994.89000000007,26999.488999999998,20,0.0,20__0,10,Medical,Medical - Biomedical and Genetics
EC,7,5975.000000000001,6604.999999999999,7109.0,7222.400000000001,7233.74,7234.874000000002,7234.987400000001,10,0.0,10__0,12,Oils-Energy,Oil and Gas - Integrated - International
ECL,166,8800.0,9527.5,19162.499999999945,169913.25000000137,195596.32499999867,198164.63250000283,198421.4632499983,20,0.0,20__0,10,Basic Materials,Chemical - Specialty
ECPG,5,10760.000000000002,10880.000000000002,10976.000000000002,10997.600000000002,10999.760000000002,10999.976000000002,10999.997600000002,5,0.0,5__0,13,Finance,Financial - Consumer Loans
ED,116,12710.0,23100.0,119223.7499999999,142300.4250000001,144743.54250000004,144987.8542500001,145012.2854249998,20,0.0,20__0,10,Utilities,Utility - Electric Power
EDAP,1,4975.0,4975.0,4975.0,4975.0,4975.0,4975.0,4975.0,0,0.0,0__0,14,Medical,Medical - Instruments
EDIT,17,5766.0,8785.19999999999,17697.839999999997,19703.184,19903.7184,19923.77184000001,19925.777183999995,10,0.0,10__0,12,Medical,Medical - Biomedical and Genetics
EDU,316,14845.0,23578.75,64856.00000000007,98333.34000000007,105920.93400000017,106679.69339999987,106755.56934,25,1.0,25__1,9,Consumer Discretionary,Schools
EEFT,8,20232.0,20351.0,20446.2,20467.62,20469.762,20469.9762,20469.99762,10,0.0,10__0,12,Finance,Financial - Miscellaneous Services
EFC,2,18382.0,19181.0,19820.2,19964.02,19978.402000000002,19979.840200000002,19979.98402,5,3.0,5__3,13,Finance,REIT and Equity Trust
EFSC,2,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,5,0.0,5__0,13,Finance,Banks - Midwest
EFX,620,18608.00000000001,30000.0,71119.99999999958,414282.37299998314,747892.2372999779,781253.2237300319,784589.3223729827,30,0.0,30__0,8,Business Services,Consulting Services
EG,229,14192.000000000004,24105.0,62680.79999999998,543719.9999999957,648372.0000000055,658837.2000000079,659883.7200000038,25,1.0,25__1,9,Finance,Insurance - Multi line
EGO,40,28175.000000000004,30738.549999999992,40027.49999999999,44502.74999999998,44950.27499999998,44995.027500000055,44999.502749999985,15,0.0,15__0,11,Basic Materials,Mining - Gold
EGP,3,5159.999999999999,5209.999999999999,5249.999999999999,5258.999999999999,5259.899999999999,5259.989999999999,5259.998999999999,5,0.0,5__0,13,Finance,REIT and Equity Trust - Other
EH,1365,16738.800000000007,24403.99999999998,42895.99999999989,79415.97999999882,169935.83199999155,180937.58320000934,182037.75832000296,30,0.0,30__0,8,Aerospace,Aerospace - Defense Equipment
EHC,37,8050.0,35999.99999999987,61600.0,62410.0,62491.0,62499.1,62499.909999999996,15,0.0,15__0,11,Medical,Medical - Outpatient and Home Healthcare
EHTH,6,6791.5,7095.75,7339.150000000001,7393.915,7399.391500000001,7399.93915,7399.993915,10,0.0,10__0,12,Finance,Insurance - Brokerage
EIX,712,16253.999999999995,22225.49999999995,106349.59999999998,353322.05999999854,426616.2059999998,433945.6205999986,434678.56205999723,30,0.0,30__0,8,Utilities,Utility - Electric Power
EL,3112,15491.000000000005,27143.44999999999,126000.0,356597.88000000257,1068783.0000000487,1200378.3000000475,1213537.8300000047,35,4.0,35__4,7,Consumer Staples,Cosmetics
ELAN,56,8482.5,10869.0,16244.550000000007,17243.955,17343.895500000006,17353.889550000007,17354.888954999995,15,0.0,15__0,11,Medical,Medical - Outpatient and Home Healthcare
ELDN,2,13900.0,14450.0,14890.0,14989.0,14998.9,14999.890000000001,14999.989,5,3.0,5__3,13,Medical,Medical - Biomedical and Genetics
ELF,9466,14700.0,21500.0,53497.50000000013,847679.999999993,2284288.9999999353,6078428.900004044,6457842.889995543,40,0.0,40__0,6,Consumer Staples,Cosmetics
ELME,1,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,0,0.0,0__0,14,Finance,REIT and Equity Trust - Residential
ELS,1,7805.0,7805.0,7805.0,7805.0,7805.0,7805.0,7805.0,0,0.0,0__0,14,Finance,REIT and Equity Trust - Residential
ELV,2378,16587.00000000002,27215.000000000007,127186.90000000002,448935.20000000385,559651.5215999935,570217.9521600106,571274.5952159875,35,3.0,35__3,7,Medical,Medical Services
EME,395,15965.600000000024,23140.49999999998,45319.32000000003,84356.39999999989,91235.63999999997,91923.56399999998,91992.35639999944,25,1.0,25__1,9,Construction,Building Products - Heavy Construction
EMN,53,16640.000000000004,60002.399999999994,72908.15999999997,76905.816,77305.58159999998,77345.55816000004,77349.55581599996,15,0.0,15__0,11,Basic Materials,Chemical - Diversified 
EMR,758,15337.500000000025,27787.499999999993,160424.9999999976,358976.3600000047,420647.6360000015,426814.76360000117,427431.47635999805,30,0.0,30__0,8,Industrial Products,Manufacturing - Electronics
ENB,61,14040.0,19500.0,147755.99999999974,247529.09999999957,257506.40999999995,258504.14100000027,258603.91409999912,20,0.0,20__0,10,Oils-Energy,Oil and Gas - Production and Pipelines
ENOV,21,28000.0,65000.0,82000.0,85825.0,86207.50000000001,86245.75,86249.575,15,0.0,15__0,11,Medical,Medical Info Systems
ENPH,11501,13930.000000000002,21120.0,49970.0,235650.0,432382.00000002334,736567.8250000726,771017.2824998256,40,1.0,40__1,6,Oils-Energy,Solar
ENS,4,8817.200000000003,9848.599999999999,10673.72,10859.372000000001,10877.9372,10879.793720000003,10879.979372000002,5,0.0,5__0,13,Industrial Products,Manufacturing - Electronics
ENSG,13,8384.000000000002,11437.99999999999,14795.599999999995,15551.06,15626.605999999996,15634.160600000008,15634.916060000003,10,0.0,10__0,12,Medical,Medical - Nursing Homes
ENTG,318,20680.500000000007,48000.0,340000.0,392687.49999999953,410518.74999999994,412301.8749999993,412480.1875000003,25,0.0,25__0,9,Computer and Technology,Electronics - Manufacturing Machinery
ENVA,6,7750.0,8500.0,9100.0,9235.0,9248.5,9249.85,9249.985,10,0.0,10__0,12,Finance,Financial - Consumer Loans
ENVX,1492,12804.500000000002,18787.800000000007,38020.83999999991,137097.05200000003,207729.06999999264,218772.90700001048,219877.29070000106,30,0.0,30__0,8,Oils-Energy,Alternative Energy - Other
EOG,813,14423.400000000021,22777.59999999999,76407.59999999996,122108.99999999927,167235.90000000203,171748.5900000023,172199.85900000023,30,0.0,30__0,8,Oils-Energy,Oil and Gas - Exploration and Production - United States
EOLS,9,22520.000000000015,51259.99999999997,74252.0,79425.2,79942.52,79994.25200000002,79999.42519999998,10,0.0,10__0,12,Medical,Medical - Products
EOSE,545,16429.2,23247.99999999999,42591.999999999825,146192.00000000012,149619.2000000001,149961.91999999984,149996.19200000007,25,1.0,25__1,9,Industrial Products,Industrial Services
EPAM,265,18120.0,43200.0,68736.00000000029,85639.67999999996,86323.96799999994,86392.39680000005,86399.23967999996,25,1.0,25__1,9,Computer and Technology,Computers - IT Services
EPD,330,12222.9,17134.150000000012,30687.98999999998,48597.44999999992,51839.74500000018,52163.97450000008,52196.39744999976,25,1.0,25__1,9,Oils-Energy,Oil and Gas - Production Pipeline - MLB
EPR,5,4889.0,5052.0,5182.4,5211.74,5214.674,5214.9674,5214.99674,5,0.0,5__0,13,Finance,REIT and Equity Trust - Retail
EQH,15,11735.999999999998,75023.99999999978,190204.79999999987,216120.48000000013,218712.04799999995,218971.20479999998,218997.12047999995,10,2.0,10__2,12,Finance,Insurance - Multi line
EQIX,589,18018.000000000004,25776.000000000004,58464.56000000001,149018.80000000016,151611.87999999992,151871.18800000031,151897.11880000003,30,0.0,30__0,8,Finance,REIT and Equity Trust - Retail
EQNR,135,57090.00000000004,69600.0,144666.6,209791.73200000104,218836.97320000074,219741.49732000008,219831.9497319998,20,1.0,20__1,10,Oils-Energy,Oil and Gas - Refining and Marketing
EQR,12,5810.000000000001,6560.249999999999,7108.05,7231.305,7243.6305,7244.86305,7244.9863049999985,10,0.0,10__0,12,Finance,REIT and Equity Trust - Residential
EQT,1469,21416.600000000002,61650.3999999999,225202.87999999998,390560.03999999585,425888.1360000002,427338.8136,427483.88136000076,30,2.0,30__2,8,Oils-Energy,Oil and Gas - Exploration and Production - United States
EQX,6,5625.0,5937.5,6187.5,6243.75,6249.375,6249.9375,6249.993750000001,10,0.0,10__0,12,Basic Materials,Mining - Gold
ERIC,52,21038.5,31719.749999999956,42675.000000000015,46117.499999999985,46461.75000000001,46496.17500000001,46499.61750000001,15,0.0,15__0,11,Computer and Technology,Wireless Equipment
ERIE,117,8820.0,10191.999999999989,23260.800000000043,33156.0,34095.599999999984,34189.56000000001,34198.95599999995,20,0.0,20__0,10,Finance,Insurance - Brokerage
ERII,7,6168.000000000001,7043.999999999998,7744.799999999998,7902.48,7918.247999999999,7919.824800000001,7919.982480000001,10,0.0,10__0,12,Industrial Products,Pollution Control
ERJ,177,19950.0,26615.999999999985,97836.40000000037,168450.58400000058,176091.9584000006,176856.09584000046,176932.5095839995,20,0.0,20__0,10,Aerospace,Aerospace - Defense
ERO,30,12042.0,12463.999999999998,14275.000000000002,14927.5,14992.75,14999.275000000001,14999.927499999996,15,0.0,15__0,11,Basic Materials,Mining - Non Ferrous
ES,20,30746.750000000073,79374.37500000004,121278.87499999993,130707.38750000008,131650.23875000005,131744.523875,131753.9523874999,15,0.0,15__0,11,Utilities,Utility - Electric Power
ESAB,1,24480.0,24480.0,24480.0,24480.0,24480.0,24480.0,24480.0,0,1.0,0__1,14,Industrial Products,Metal Products - Procurement and Fabrication
ESE,1,4200.0,4200.0,4200.0,4200.0,4200.0,4200.0,4200.0,0,0.0,0__0,14,Industrial Products,Manufacturing - Electronics
ESI,51,108000.0,165000.0,204285.0,211678.50000000006,212417.84999999995,212491.7850000001,212499.17849999998,15,0.0,15__0,11,Basic Materials,Chemical - Specialty
ESLT,79,13310.000000000002,16000.0,25994.999999999967,45124.49999999992,47037.44999999992,47228.74500000022,47247.87449999995,20,0.0,20__0,10,Aerospace,Aerospace - Defense Equipment
ESPR,10,8478.9,8721.449999999999,8915.49,8959.149,8963.5149,8963.95149,8963.995149,10,0.0,10__0,12,Medical,Medical - Drugs
ESS,29,205701.0,232673.99999999994,306199.9999999999,327620.0000000001,329761.99999999994,329976.2,329997.62,15,1.0,15__1,11,Finance,REIT and Equity Trust - Residential
ESTA,152,22383.0,53045.99999999993,304501.06000000105,500457.9789999983,522388.2979000017,524581.3297900006,524800.6329789973,20,1.0,20__1,10,Medical,Medical Services
ESTC,1635,23072.000000000015,38315.99999999999,112660.00000000009,347961.5999999998,355950.0,355950.0,355950.0,30,0.0,30__0,8,Computer and Technology,Internet - Software
ET,1021,14000.0,20979.0,103949.59999999976,314300.00000000064,426854.8800000031,438289.48800000746,439432.9487999951,30,0.0,30__0,8,Oils-Energy,Oil and Gas - Production Pipeline - MLB
ETD,1,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,0,0.0,0__0,14,Retail-Wholesale,Retail - Home Furnishings
ETN,4154,13514.000000000004,22807.499999999996,112755.0000000042,474262.49999999074,976179.1269001092,1096617.9126901575,1108661.791269045,35,4.0,35__4,7,Industrial Products,Manufacturing - Electronics
ETNB,40,7609.500000000001,8329.999999999996,11124.9,11858.489999999996,11931.848999999997,11939.18490000001,11939.918489999998,15,0.0,15__0,11,Medical,Medical - Biomedical and Genetics
ETON,4,4470.0,4485.0,4497.0,4499.7,4499.97,4499.997,4499.9997,5,0.0,5__0,13,Medical,Medical - Biomedical and Genetics
ETOR,260,19158.999999999996,34537.64999999996,73314.56000000003,116969.697,116996.9697,116999.69697,116999.969697,25,1.0,25__1,9,Finance,Insurance - Brokerage
ETR,180,10725.499999999996,16674.99999999994,46395.16000000017,67802.374,68655.23740000001,68740.52374,68749.05237399999,25,1.0,25__1,9,Utilities,Utility - Electric Power
ETSY,3735,17735.399999999998,29760.799999999985,131795.13999999998,564575.2000000014,823702.3000000088,879320.2300000235,884882.0230000174,35,1.0,35__1,7,Retail-Wholesale,Internet - Commerce
EU,1,5478.0,5478.0,5478.0,5478.0,5478.0,5478.0,5478.0,0,0.0,0__0,14,Basic Materials,Mining - Miscellaneous
EVER,5,13566.0,15282.999999999998,16656.6,16965.66,16996.566,16999.656600000002,16999.965659999998,5,3.0,5__3,13,Finance,Insurance - Multi line
EVGO,158,10015.0,12202.500000000002,19165.000000000036,27779.49999999993,28697.94999999994,28789.795000000086,28798.97949999999,20,0.0,20__0,10,Auto-Tires-Trucks,Automotive - Original Equipment
EVH,90,12347.500000000038,20290.500000000004,90616.0,95101.6,95550.16000000002,95595.016,95599.50159999999,20,0.0,20__0,10,Computer and Technology,Internet - Software
EVLV,24,13408.999999999998,17389.799999999992,19537.239999999998,19953.724000000002,19995.372400000004,19999.53724,19999.953723999995,15,0.0,15__0,11,Computer and Technology,Computers - IT Services
EVR,82,42097.0,83632.50000000001,407316.4999999999,441834.64999999985,445286.465,445631.6464999999,445666.1646499996,20,1.0,20__1,10,Finance,Financial - Investment Bank
EVRG,24,10090.5,11684.749999999996,12614.5,12790.45,12808.045000000002,12809.804500000002,12809.980449999997,15,0.0,15__0,11,Utilities,Utility - Electric Power
EVTC,1,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,0,0.0,0__0,14,Business Services,Financial Transaction Services
EW,1005,24860.000000000004,49311.999999999956,167280.00000000064,415844.9999999981,606515.3999999923,625626.5399999992,627537.6539999831,30,2.0,30__2,8,Medical,Medical - Instruments
EWBC,36,22925.0,31350.0,50678.999999999985,53721.90000000003,54026.18999999997,54056.61900000003,54059.66189999996,15,0.0,15__0,11,Finance,Banks - West
EWCZ,10,38399.99999999999,49199.99999999997,57840.0,59783.99999999999,59978.40000000001,59997.84,59999.78399999999,10,0.0,10__0,12,Consumer Staples,Cosmetics
EWTX,618,18962.700000000033,100200.2,433456.5,1941500.000000019,2219150.0000000135,2246915.0000000014,2249691.4999999832,30,2.0,30__2,8,Medical,Medical - Biomedical and Genetics
EXAS,787,14069.999999999996,25499.999999999996,147135.9999999997,375852.000000001,388585.2000000011,389858.5200000011,389985.8519999989,30,0.0,30__0,8,Medical,Medical - Biomedical and Genetics
EXC,68,13469.600000000002,20029.999999999993,56294.99999999998,63229.50000000008,63922.950000000055,63992.295000000006,63999.22949999999,20,0.0,20__0,10,Utilities,Utility - Electric Power
EXE,771,16500.0,58800.0,321809.99999999674,615070.000000002,690607.0000000002,698160.7000000001,698916.0700000012,30,2.0,30__2,8,Oils-Energy,Alternative Energy - Other
EXEL,159,15520.000000000011,22799.999999999956,85436.79999999984,98894.00000000009,99889.40000000011,99988.94000000008,99998.894,20,0.0,20__0,10,Medical,Medical - Biomedical and Genetics
EXFY,1,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,0,0.0,0__0,14,Business Services,Financial Transaction Services
EXK,23,11159.0,12504.999999999998,12923.0,12992.300000000001,12999.230000000001,12999.923,12999.9923,15,0.0,15__0,11,Basic Materials,Mining - Silver
EXP,45,12672.000000000002,14781.999999999995,16112.800000000003,16461.280000000002,16496.128000000004,16499.612800000003,16499.96128,15,0.0,15__0,11,Construction,Building Products - Concrete and Aggregates
EXPD,13,97392.00000000003,130487.99999999993,154185.59999999995,159517.55999999997,160050.75599999996,160104.07560000004,160109.40756,10,2.0,10__2,12,Transportation,Transportation - Services
EXPE,2920,15330.000000000002,22799.999999999996,63062.999999999876,407938.0000000128,803834.3519999813,832711.435200028,835599.1435199977,35,0.0,35__0,7,Retail-Wholesale,Internet - Commerce
EXPI,17,11901.599999999999,13043.199999999999,14288.64,14568.864,14596.886400000001,14599.688640000002,14599.968863999999,10,0.0,10__0,12,Finance,Real Estate - Operations
EXPO,2,24899.999999999996,25199.999999999996,25439.999999999996,25493.999999999996,25499.399999999998,25499.939999999995,25499.993999999995,5,3.0,5__3,13,Business Services,Consulting Services
EXR,35,205250.00000000006,252575.99999999985,525617.5199999986,637176.5520000003,648332.4552000002,649448.0455199993,649559.6045520001,15,1.0,15__1,11,Finance,REIT and Equity Trust - Other
EXTR,20,17292.800000000047,48520.20000000002,72721.63999999994,78166.96400000004,78711.49640000002,78765.94963999999,78771.39496399993,15,0.0,15__0,11,Computer and Technology,Computer - Networking
EYE,21,14910.0,24000.0,59504.00000000003,67492.40000000002,68291.24000000005,68371.12400000003,68379.11240000003,15,0.0,15__0,11,Consumer Staples,Consumer Products - Staples
EYEN,2,8960.0,9230.0,9446.0,9494.6,9499.460000000001,9499.946,9499.9946,5,0.0,5__0,13,Medical,Medical - Biomedical and Genetics
EYPT,14,9790.000000000005,11224.5,11260.9,11269.09,11269.909,11269.9909,11269.99909,10,0.0,10__0,12,Medical,Medical - Biomedical and Genetics
EZPW,8,8067.2,10623.599999999997,12668.72,13128.872000000005,13174.887200000001,13179.488720000001,13179.948872,10,0.0,10__0,12,Finance,Financial - Consumer Loans
F,3958,15750.0,24844.399999999947,95400.1199999994,281563.6020000023,415760.44309999526,466301.3443100124,471355.4344310142,35,3.0,35__3,7,Auto-Tires-Trucks,Automotive - Domestic
FA,1,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,0,0.0,0__0,14,Business Services,Technology Services
FAF,1,3960.0,3960.0,3960.0,3960.0,3960.0,3960.0,3960.0,0,0.0,0__0,14,Finance,Insurance - Property and Casualty
FANG,1203,15979.999999999996,26949.99999999993,68995.64,115556.00000000004,123519.19999999972,123951.92000000042,123995.19200000032,30,0.0,30__0,8,Oils-Energy,Oil and Gas - Exploration and Production - United States
FARO,6,15000.0,17500.0,19500.0,19950.0,19995.000000000004,19999.5,19999.95,10,0.0,10__0,12,Computer and Technology,Computer - Integrated Systems
FAST,240,26281.399999999998,51964.99999999994,245039.62999999872,508284.22499999887,563828.4225000006,569382.8422500023,569938.2842250017,25,0.0,25__0,9,Retail-Wholesale,Building Products - Retail
FATE,7,8725.000000000002,9662.499999999998,10412.499999999998,10581.25,10598.124999999998,10599.812500000002,10599.98125,10,0.0,10__0,12,Medical,Medical - Biomedical and Genetics
FBIN,12,139960.00000000003,149600.0,149600.0,149600.0,149600.0,149600.0,149600.0,10,2.0,10__2,12,Retail-Wholesale,Retail - Home Furnishings
FBIO,3,5156.0,5300.5,5416.1,5442.11,5444.711,5444.9711,5444.99711,5,0.0,5__0,13,Medical,Medical - Biomedical and Genetics
FBK,1,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,0,0.0,0__0,14,Finance,Banks - Northeast
FC,4,11900.000000000002,12949.999999999998,13789.999999999998,13979.0,13997.899999999998,13999.79,13999.979,5,3.0,5__3,13,Business Services,Consulting Services
FCBC,1,11925.0,11925.0,11925.0,11925.0,11925.0,11925.0,11925.0,0,2.0,0__2,14,Finance,Banks - Southeast
FCEL,74,8730.000000000002,12385.599999999999,26633.1999999999,43163.32000000017,44816.33199999998,44981.63320000025,44998.16331999999,20,0.0,20__0,10,Oils-Energy,Alternative Energy - Other
FCFS,5,6512.0,7295.999999999999,7923.2,8064.32,8078.432,8079.843200000001,8079.98432,5,0.0,5__0,13,Business Services,Financial Transaction Services
FCN,46,13220.0,13860.0,21086.999999999964,26408.69999999998,26940.87,26994.086999999992,26999.4087,15,0.0,15__0,11,Business Services,Consulting Services
FCNCA,509,11127.999999999998,19429.999999999993,47056.00000000003,96123.0,96237.3,96248.73000000001,96249.87299999999,25,1.0,25__1,9,Finance,Banks - Southeast
FCX,6645,16265.400000000003,26407.19999999981,89163.0399999994,333559.99999999773,842061.2000000092,858206.1200000107,859820.6119999986,40,1.0,40__1,6,Basic Materials,Mining - Non Ferrous
FDMT,12,6700.0,9337.499999999996,11867.500000000004,12436.750000000004,12493.675000000005,12499.367500000004,12499.936749999997,10,0.0,10__0,12,Medical,Medical - Drugs
FDP,19,8480.000000000002,9764.99999999998,16713.000000000004,18276.299999999992,18432.630000000005,18448.263,18449.826299999993,15,0.0,15__0,11,Consumer Staples,Agriculture - Operations
FDS,193,10400.0,14000.0,18358.279999999955,31989.1919999999,34365.019199999835,34602.60192000022,34626.36019200002,25,1.0,25__1,9,Business Services,Business - Information Services
FDX,16120,15000.0,22201.99999999997,55634.39999999987,275806.91599997896,785202.9950000249,1269010.6800004723,1331101.0680000472,40,1.0,40__1,6,Transportation,Transportation - Air Freight and Cargo
FE,45,11718.0,13361.999999999998,20672.400000000012,22767.240000000016,22976.724000000017,22997.672400000014,22999.767239999986,15,0.0,15__0,11,Utilities,Utility - Electric Power
FERG,253,10644.400000000005,14389.999999999998,57245.39999999989,678792.9999999922,865279.3000000132,883927.9300000201,885792.7929999856,25,1.0,25__1,9,Industrial Products,Manufacturing - General Industrial 
FFAI,24,6812.3,7666.199999999998,7935.52,7971.952000000001,7975.595200000002,7975.959520000001,7975.995952,15,0.0,15__0,11,Auto-Tires-Trucks,Automotive - Original Equipment
FFIC,4,72000.00000000001,77999.99999999999,82799.99999999999,83880.0,83987.99999999999,83998.8,83999.88,5,1.0,5__1,13,Finance,Financial - Savings and Loan
